frase_id,frase
1868677,"Não pode entrar mulher feia, nem homem barrigudo."
1868683,Vai ter vários patrão e as minas vai ser patroa.
1869430,moleque tá treinado.
1869725,"Na pracinha noite e dia, nois tá boladão cantando,."
1869795,Encotrei o dj bala ele aperto na purehemp.
1869974,Chama as meninas bem trajadas.
1870036,Vem cá menina linda.
1870238,"E com as mulheres nois é sempre atraente,."
1870357,Marcelly tá maluquinha.
1870371,"Deixando as menina louca,."
1870532,Eu não sei se ela foi cagada.
1871294,"Minha mãe tá muito triste , porque eu não sou mas virgem."
1871322,Ela é malandra.
1871344,Já era namorado novo.
1871615,E ele cheio de maldade.
1871762,E vou passando tipo diva total elegância.
1871826,As mina aqui são zica e gosta de chamar atenção.
1871959,Quando ela tá chapada é pior do que careta amiga é o.
1872067,Trombei o dj bala ele aperto na purehemp.
1872390,Pra ver minha mãe bem contente.
1872649,Achei ela muito especial.
1872702,Que elas rebola quica e vai até o chão.
1872705,so mina gata so top de linha.
1872847,E os mlk é zika e ta que e nois tá desposto.
1873293,"oh mãe fica tranquila , o meu irmão vai voltar."
1873486,Ela vem formosa.
1873664,Só que o foda é que ela é gata demais.
1873674,O foda é que ela é gata demais.
1873798,Os mano que já folgo e as minas folgo também.
1874078,"agora é bem falado e dado que ele é o gerente ,."
1874148,Essas meninas ficam louca.
1874170,Só menino bom tá com a gente ensandecidamente.
1874522,"Menina extrovertida,."
1874543,"Ela é bandida,."
1874906,As mulheres lindas que tem no brasil.
1874909,"Nem ouro nem a prata, faz o homem mais feliz."
1875727,Ela é saliente.
1875730,ela é vaidosa.
1875741,Porque quando meu funk toca as mulheres ficam louca.
1875846,Que ela é mulher gambiarra e ela saiu na favela.
1875853,Minha esposa é dedicada e a tua é gaia de sabão.
1875987,Mas eu já fiquei ligado que ela é danadinha.
1876382,Porque todas minas preciso agradar.
1877142,"Uma menina ainda muito adolescente,."
1877152,pra piorar ela tá grávida de um vacilão.
1877317,Os menino chique bem trajado.
1877381,Menina inocente chora de repente.
1877384,Menina inocente chora por ilusão.
1877426,"Ela é prima da piriguete, sai com as amigas, sexy,."
1877428,"Ela não é fiel nem substituta, ela é a cachorrete,."
1877443,"Joy já me falo que ela é gata cachorrete, tira onda de."
1877728,Ele é considerado um dos 43 ladrões.
1877754,"Mas na favela ele é famoso, é melhor ficar ligado."
1877834,Ela quer ficar louca soltinha.
1877842,"Ela quer ficar louca, solta, louca."
1878229,"Vem a mulher mais sensual, linda da cor da noite."
1878283,Ela é bonita demais.
1878319,O motor envenenado ela é pouco amostra.
1878655,Jesus está contigo tem que ter fé em.
1878661,"Meire, Osmir, Erica, Deus está conosco."
1878737,Leonardo é maior satisfação.
1878745,Jesus tá comigo.
1878758,marcelinho era guerreiro.
1879040,Ela é cheia de vergonha menina do bem.
1879158,"Ela é espetacular, é a mulher kama sutra."
1879159,Em cima do palco ela mantém boa conduta.
1879203,essa mina alucina.
1879237,"Jogando a bunda, olha só que mina louca."
1879497,Pra ver se essa mina é selvagem.
1879517,"Ei, hey, mulher profissional?."
1879723,"Eita, caralho, que mina esquisita."
1879763,Noite de balada ela é a sensação.
1880367,Minha mulher é chapa quente.
1880412,Porque na porrada ela é foda e na cama ela é cruel.
1880424,Mulher barraqueira.
1880434,Oh mulher barraqueira.
1880443,Porque tu é mulher muito saliente.
1880629,"Ela não é minha namorada,."
1880649,Ela vem cheia de graça.
1880695,"Amizade especial, ela é sinistra piranha profissional."
1880935,Ela já tá embrasada (4x).
1881730,Caô é forte o.
1881918,Moreninha mina top sempre a mais requisitada.
1882021,Cheio de mulher gostosa.
1882201,Elas são gostosa.
1882219,E ela tá estressada.
1882249,Eu sou mina top tipo que eles adoram na boca das.
1882268,As minas top da zl vai mostrando com é que se faz.
1882270,A familia tá crescendo do jeito que eu tô gostando no embalo da percusão as minas top vai esculachando.
1882275,Mp de lap top piriguete aumenta o volume e ve se aprende com a mina top.
1882287,embalo da percusão as minas top vai esculachando.
1882323,"Papai sempre falou, luan seja inteligente."
1882327,"Elas tão perdendo a linha, elas tão doidona, doidona, doidona."
1882329,"Levei ela pra festa, elas foram a atração."
1882352,As meninas joga piada.
1882357,Minha mulher é braba hein.
1882413,fala sou um homem fuleiro.
1882414,eu sou um homem barato.
1882497,Eu tô rindo a toa e ela tá estressada.
1882548,"Dei um pente gostoso, ela ficou apaixonada e falou pra todo mundo."
1882727,Eu tô rindo atoa e ela tá estressada.
1883000,"O nosso amor, ele é eterno."
1883331,"Vem menina gostosa, esse seu jeito de olhar."
1883392,"Ela é uma gracinha, é toda lindinha."
1884185,E quando ela é bonita.
1884660,Mulher igual a você não tem.
1884860,Quando eu danço ela fica istigada.
1884872,Ela quica machuca e não para.
1884924,Mulher profissional.
1885027,Nosso bonde na balada eles ficam maluquinho.
1885029,Eles estão descontrolados e todo mundo viu.
1885158,Garota estou perdido.
1885236,Você me escolheu pra ser seu homem eterno.
1885522,"Mulheres lindas e o bolso sempre cheio,."
1885617,menina bonitinha.
1885623,Ela já tá embrasada..
1885768,Baba ele todin pra ficar escorregadin.
1885899,No acampamento ele era genial.
1886010,Escute minha deusa eu te amo de verdade.
1886372,nossa que mina difícil.
1886842,"Não vai ser de brincadeira, ele vai ser campeão."
1886888,Pra minha princesa tá escrtio assim ooo minha princesa tá escrito assim.
1886921,Ela está ficando louca.
1886967,Ela está ficando louca!.
1887046,"Menina selvagem da areia, menina selvagem da areia...."
1887446,Agora sou um rapaz sério.
1887836,mulher interesante (x2).
1888002,Ela é linda mas é mentirosa.
1888090,O menino solitario que quer ter o que não pode.
1888143,A mina ta chapada de whisky e.
1888491,Ela é a rainha do baile ela é a mulher que eu sempre.
1888493,Ela é a mulher dos meus.
1888586,Ela ta sensacional.
1888591,ela quica pra valer.
1888671,Porque ela é braba.
1888674,Ela é malvada.
1888725,Ela quica assim não para.
1888762,E o senhor é meu pastor e nada me faltará.
1888948,"Essa mina é relíquia, cobiçada na favela, ela joga o meu jogo e eu patrocino ela.."
1889020,Mano é tiro pra caralho..
1889087,Se fica na água ela é uma santa.
1889090,Ela é gostosa de mais.
1889108,Mais no bagulho ela é atrevida.
1889110,Deus duvida do que ela é capaz.
1889173,Só mulher gostosa da alta e da cinco boca.
1889265,Essa mina é louca na balada.
1889367,Essa vai especialmente para toda mulher fiel que ta no baile presente.
1889408,"se tem mulher casada, neurose eu to correndo."
1889593,oh senhor tu me responda o que está acontecendo.
1889979,"Amor de mãe é materno,."
1890076,"O desejo dessa mina é sua humilhação, dá valor pra."
1890241,Que ela fica louca.
1890253,Ela é top e sabe que é.
1890316,Ela é dama de elite.
1890318,"Mais fica a vontade, no funk de luxo ela é celebridade."
1890325,E na balada ela é sempre elegante.
1890326,"Essa mina é tão impressionante, a todo instante."
1890343,Na boate ela quica causando.
1890460,"Essa mina é chapa quente, é bandida experiente."
1890705,E o lema do menino é assim respeito pra ser respeitado.
1890824,Se tiver mulher gostosa.
1890838,Ela tá rebelde.
1890877,As mina fica loca.
1890908,"Mas ela parece ser diferente,."
1890935,Mas ela parece ser diferente (não se iluda não).
1890949,"Ela é top, ela é braba."
1890978,"Ela é top, ela é diva."
1891089,Ela tá sempre chique e elegante.
1891095,"Ela é gata, ela é linda."
1891246,De menino não foi conselho.
1891558,Nois é os pica por isso que elas imbica trazendo varias amigas no piko.
1891569,"Até mais, nois é louco mais louco de mente serena."
1891960,e você mulher guerreira.
1892257,"Eu sei, eu sei, ela é bonita."
1892408,"Se eles forga, somos fodas, gostamos de andar na moda."
1892789,"Vive intensamente, mina caliente."
1892861,E se ela for digna do seu amor ela vai voltar.
1892946,Enquanto ele era alcool puta cocaina.
1893146,Tá bom se ela for solteira.
1893147,Melhor se ela for baladeira.
1893423,"Fazendo por merecer, não deixando elas carente."
1893768,Em casa ela é santinha.
1893769,"Mas na rua, ela é piranha."
1893771,E na escola ela é piranha.
1893775,Que você achou que ela era princesinha.
1894006,Ela é musa brasileira.
1894013,Menina aventureira.
1894022,Menina interessante.
1894040,Ela é original.
1894045,Mas ela é muito esperta.
1894121,Só tinha mulher gostosa.
1894169,Ela mexe gostoso te faz delirar.
1894210,Eita mina louca.
1895334,Quero ver a mãe tranquila sabendo que o filho frita.
1895337,Ele amanhece tubarão e vai dormir sardinha.
1895364,"Ela é grande, mas os."
1895552,"(É tem uns menino bom novo hoje ai na rua,."
1895606,Ele é tão clarinho.
1895615,O avó é lindo.
1895649,"E cantar rap nunca foi pra homem fraco,."
1895650,Saber a hora de parar é pra homem sábio..
1895687,"Rap nunca foi pra homem fraco,."
1896165,Vejo as mães alegres com seus filhos!.
1896552,Cascão é rei do morro e a chapa esquenta fácil..
1896606,"E no clássico feroz da cidade,."
1896857,Ela é filha do manéco.
1896876,"Que logo meu respondeu, ela é filha do."
1897144,O Criolo aqui é doido e não aceita mancada..
1897576,Casa de mãe é bom.
1897970,"Mulher inteligente, sabe se valorizá."
1898224,O homem é um animal que está sempre em conflito com a mente.
1898257,Há preconceito com o homem negro.
1898550,Elas só estão perdidas.
1898962,Mas ela é justa também.
1900014,Porém não se tocou que homem não é leão.
1901518,coitada da mãe é tão novinha.
1903049,"Ela é minha morena,."
1903055,"Pois ela é minha menina, ela é minha fulô, ela é minha."
1903875,Ele é mais que um rei poderoso.
1903878,Ele é alfa e ômega.
1903890,Ele é o maioral!.
1904138,"Papagaio, mães cocotas."
1904254,No olhar inquieto da moça triste.
1904537,Juro que um dia eu vi um homem ser feliz.
1904549,"Ah, juro que um dia eu vi o homem ser feliz!."
1904583,Eu tenho uma namorada viva no interior.
1905201,No dia em que eu vim de casa.
1906066,"Ela é a rainha, eu o rei."
1906083,Ela é a rainha eu o rei.
1908545,Ela é tão linda é sensacional.
1908548,Ela é tão linda a todo instante.
1908601,Que gosta de chegar mas ela ligeira se liga na hora.
1908613,Mas ela ligeira se liga na hora.
1909623,Que é só você todas elas juntas num só ser.
1909628,"acompanha bom vinho, musa grega chama."
1909654,"Feito pra você, que é todas elas juntas num só ser."
1910069,"E ele nengro, doente."
1910070,Ela o confiou a uma mulher negra.
1910074,Ele cresceu sendo amado.
1910623,Ela é chegada.
1911081,Que é pro menino fraquejar.
1911779,"Ai, como essa moça é descuidada."
1911793,"Ai, como essa moça é distraída."
1911827,"A moça bonita, onde anda você."
1912406,Namorada mais amada.
1912853,Mulher nova homem velho ou sabido.
1912923,Foge asa branca.
1913215,Quem foi que disse que os homens nascem iguais?.
1913912,Ela é bem mais rica que uma posse pessoal.
1914553,Mulher não quero ser mais certo.
1915880,ela é a campeã.
1917916,Só as mães são felizes...
1918182,Homens pobres das cidades.
1918986,"(marido velho, filhos adultos )."
1921644,"Não é por isso que ela não possa estar feliz, sorrindo e cantando."
1922130,"A morte que nos toma a mãe insubstituível de repente dela, já nem me lembro."
1922475,Richard já era cantor.
1923006,"Embora, ele seja prenúncio do mal."
1923543,na boca vermelha de uma dama louca.
1924023,Sejam eles morais físicos ou psicológicos.
1924868,Na natureza onde ele é rei.
1925108,Só as mães são felizes.
1925185,(Só as mães são felizes).
1925518,Que ele é um sonho bom.
1925937,"o homem antigo, o homem aflito e o homem amargo."
1925998,disse o velho louco pro menino bobo cheio de ilusão.
1926100,"Ela é carioca, de."
1926106,"Ela é carioca, garota demais, e não sabe ter um dia de romance com o mesmo rapaz."
1926736,Mas ainda existem certos homens incertos.
1927057,Vou ter um dia uma mulher valente.
1927249,E o menino triste.
1927798,E o homem bom pratica o ato heróico.
1928244,E aprendi como eles são engraçados.
1928545,a menina nua.
1929442,"Ele é irônico, é só irônico."
1929591,E você sabe muito bem que eu sou filha única.
1929640,E ela é alérgica.
1929878,Ou se eu menino fosse mais amado.
1930672,Tantas mulheres febris.
1931033,Minha minas gerais.
1931827,"Rosa, menina rosa."
1931846,"Me disseram que você menina rosa, samba demais."
1932251,"A mãe, que ela é maluca."
1932521,"sobre as vidas alheias, ou como elas são feias,."
1932548,Ele é um homem e eu sou apenas uma mulher.
1932977,Todo homem será rei na terra.
1933373,E ela estava viva.
1933545,Repare o crime senhor juiz.
1934025,Esse homem nu sou eu.
1935005,Onde o moço rio afunda nos olhos da moça.
1935376,No coração de uma mulher |refrão.
1935408,Menina faceira.
1935469,Pois ela é mãe das flores.
1936158,Faz do homem pleno e vazio.
1936200,Aonde foi aquele moço bom da.
1936542,Eu sou plebeu e ela é nobre.
1936551,"Menino bonito, menino bonito, ai."
1936552,"ai menino bonito, menino bonito ai."
1938854,Moça tão bonita posso ir no seu quarto conhecer.
1939196,A moça mais bela que ultimamente eu conheci.
1939524,a minha mãe é mãe solteira.
1939704,"João é rei, nunca foi réu."
1939712,Todo homem nasce livre.
1940262,Dança a moça triste do.
1940375,"Qual o clã deste menino clandestino, qual o clã?"
1940415,Menina bela vai me carregando.
1940515,Nenem que a mãe não mais aleita.
1940610,Ela é tão bela e determinada.
1940905,Querubins são engraxates aos seus pés.
1941463,"Coco é sincopado, eu vou sincopar."
1941575,"Só come alface, é uma garota suicida."
1943146,"Ela está suada, pronta pra se derreter!."
1943147,"Ela é puro êxtase, êxtase.."
1944314,"Freud é tão simples, odeio-te meu amor!."
1945202,Uma menina linda.
1945414,HOMEM NÃO CHORA.
1945430,QUE HOMEM NÃO CHORA.
1945473,Se prepare querida pruma revolução.
1945486,"Como ela especiais, no seu jeito de se entregar."
1945561,Mulheres motores.
1945970,"Pai presente, mãe presente."
1945985,Insípido é inacreditável seu descaso.
1947653,Nossas belas bagatelas.
1947817,como ela não tinha igual.
1948145,Davi também foi desacreditado.
1948146,mas no final o gigante por ele foi derrotado.
1948308,Não tenha medo ele já é derrotado irmão.
1948736,Minha avó fica preocupada.
1948780,"O senhor tá ligado,."
1949262,Ele dirige todas aquelas meninas louco..
1949588,Mas ela não é fácil e não bebe nada.
1951922,Mas com essa menina não adianta ser gostoso.
1952256,sabendo que ela é burra.
1954152,Sabath é trabalho hip hop de rastaman.
1955573,Olho pro mar ele fica revolto.
1955963,Ele é um cara 100%.
1956093,Era um menino prodígio.
1956151,Ela é uma fera.
1957302,"Ela é princesa,malícia quando passa por mim, sorriso de quem sabe seduzir."
1957681,"Ela é diferente, bagunçou a minha mente."
1958055,Que eu sou um homem bem mais feliz.
1958968,Mais garoto primeiro você tem que saber jogar o meu jogo.
1959494,E ela mesma se encontrou.
1959599,Sou uma garota idiota.
1959770,"Mas na verdade, ele ta muito ruim."
1960970,"Ela é preto e branco, eu verde e amarelo."
1960972,Ela é cult e eu sou clichê.
1960974,Ela é bossa nova e eu sou baião.
1961452,Pros lados da serra de minas gerais.
1961700,E hoje sou um homem infeliz.
1962075,A moça mais linda que tanto amei.
1962321,Desse violeiro ela é a paixão.
1963464,Hoje sou um homem triste.
1963648,De homem fraco vacilante e fraco.
1965576,Serviço e mulher feia.
1966258,Mulher bonita passa por mim.
1966399,Tem que ter mulher bonita.
1966546,Eu sempre me achei um rapaz normal.
1966624,Da mulher sou dependente.
1968029,Sou o homem mais triste do mundo.
1968482,Ela é difícil de amar.
1968485,Ela é favo de mel.
1968747,Ela é teimosa.
1968748,Ela é toda prosa.
1968920,Mulher seja preta ou branca grande prestigio disputa.
1969419,Eu sendo um garoto estudioso.
1969437,Senhor foi menino brasileiro.
1970067,"Minas gerais tem queijo, goiabada e tem muito mais."
1970068,"Minas gerais é terra da alegria, é terra da paz!."
1970069,"Minas gerais tem sanfona, viola e tem muito mais."
1971942,"Ô moçada, vai rasgando que."
1972035,"Essa menina é uma loucura que me leva nas alturas e me faz cair no chão,."
1972036,Essa menina é uma loucura que me leva nas alturas e me faz cair no chão..
1973043,"“Êta” mulher boa, essa tá na minha pegada."
1973077,"“Êta” mulher boa, essa tá na nossa pegada."
1973742,"A casar com um homem rico, a contra gosto ela casou."
1973860,Pro menino guarani.
1973892,"Pega na viola pra cantar sua poesia, quando fora a brisa fria, vem com ele duetar."
1974097,No amor ela é linha de frente.
1974102,"Ela sabe se dar, ela é diferente."
1974106,"É a mulher ideal, amante, amada, amiga."
1974827,Deus faça de mim um homem forte.
1974840,"Sou um homem casado, coberto carinho."
1975076,Se a menina é ligeira eu grudo ela nos braços.
1975110,Homens fortes valentes.
1975309,E a mulher namoradeira eu passo.
1975788,"Esse juiz é uma fera, um homem sério e de tutano."
1976031,Ela é minha paz.
1976357,entrega seu corpo a homens estranhos.
1976825,Vou fazer de você a mulher mais feliz do mundo..
1977781,E o astro rei majestoso.
1978063,Deus é o dono da palavra ele é dono do louvor.
1978065,Pra todo sempre ele é o senhor.
1978066,Ele é o dono desta casa.
1978558,Sua mulher é linda você tá de parabéns.
1978610,Moça linda por favor guarde todo esse amor.
1979283,"Ela tá beba doida,."
1979285,Ela tá beba doida.
1979297,Ela tá beba doida..
1979310,"Balada proibida, só mulher bonita."
1980514,Manda pro inferno a mulher mais querida.
1980991,Aldo de um homem valente.
1981001,Ela já foi minha dona.
1981327,"Vem amante, eu sou aquele homem certo."
1981504,"Antes levava moça linda na garupa,."
1981538,Comigo ela é esposa.
1982521,Feitiço não é pecado.
1982712,Porque ela é tua irmã....
1983133,Quis ser feliz.
1983599,Já não sei o que faço pra ser um homem feliz.
1983897,"sou um moço pobre, porém muito honesto."
1983901,se para o senhor ser pobre é defeito.
1984052,Eu sou apenas um homem comum.
1984071,Sou apenas um homem comum.
1985129,"Eu sou carne e ela é unha, é paixão que não tem fim...."
1985132,"Para escrever esses versos, ela foi a inspiração,."
1986982,Mulheres valentes elas são prudentes.
1987072,Trás a cura por que ele é doutor.
1987272,É que ele ainda estava calado.
1987299,Ele é valente na batalha.
1987314,Vai sumir pois pra você ele é doutor.
1987316,Ele é o juiz e também o advogado.
1987407,Guerreiro do céu os anjos cantam que ele é fiel.
1987409,Ele é vencedor ele é campeão.
1987525,Enche o crente de um jeito e deixa ele perfeito.
1987621,"Ele forte, poderoso é tremendo e milagroso."
1987693,Do senhor é é o mundo e os quele habitam.
1987697,Separei a terra seca para homem abitar.
1987782,"Ele é capaz de tudo, ele para o mundo."
1987940,Ele é mesmo assim ele é tudo pra mim.
1988173,O senhor é contigo pra ti defender.
1988302,Senhorita dama da noite.
1988691,"Para cumprir sua promessa, a moça veio ligeiro."
1988701,O Juca era bobo.
1988702,O Juca era tonto.
1988739,Juca é bobo.
1988740,Ou se ele é sabido demais.
1988877,Um homem triste vai seguindo a caminhada.
1989068,Ele é o bom da boca é um porra loca.
1989069,ele é mesmo assim.
1989291,Basta ter uma viola e mulher boa na festança.
1989313,Mulher bonita prende fogo no salão.
1990600,"E toda noite, na pista, ela mexe gostosa."
1990601,"Chega a doer na vista, ela é maravilhosa."
1991629,Que mulher igual à ela.
1991838,"A menina é boa, boa demais."
1991839,É filha única é fazendeira em.
1992021,Eu seria o homem mais feliz do mundo.
1992204,Sentindo o drama de um homem sozinho.
1992428,Bebo por uma dama meiga e bela.
1992431,Ela é a razão do meu sofrer.
1992460,"Arrume tudo, mãe querida, o seu filho vai voltar."
1993064,Aquela garota vaidosa.
1993815,"Não quer saber de malhação, ela tá linda."
1993817,"Ela é gordinha mas é minha, eu não troco por nada."
1993819,"Ela é gordinha mas é minha, tem gente querendo."
1993869,Ela é dona do meu coração.
1994824,A mulher mais linda que pisou no solo do meu coração.
1995155,não deixo mulher bonita.
1995498,Mulher bonita é o que não falta no rodeio.
1996639,Olha que mulher charmosa.
1997300,"Ela foi atriz, eu fui infeliz."
1997311,Mulher bonita não se joga fora.
1997317,"Ela é doida, eu sou mais."
1997717,Ela é mulher perfeita.
1997952,Não sei por que ela adora a vida rude de um homem xucro.
1997957,Parece ser incrível uma moça delicada.
1997963,Vivo sozinho sempre fui um homem livre.
1997971,Festa de moça bonita.
1998343,"Deus, Ele está sempre comigo."
2000230,"Chiquinha, menina nova,."
2000463,Ela sempre sorridente a seus pretendentes não diz sim.
2002061,Você é a moça mais bela.
2003293,Requebra que requebra menina faceira.
2003456,Mulher bonita é o que não falta no bailão.
2003469,"Não existe mulher feia, é vocês que bebem pouco."
2005068,"Nas águas sou protegido, rainha mãe."
2005299,Quem tem mulher bonita sofre igual burro de carga.
2005307,"Mulher bonita é sempre mais cobiçada, dependendo da cantada ela cai em tentação."
2005319,"Mulher bonita é bom mas é perigoso, se o peão for nervoso acaba ficando lelé."
2005359,"Um homem ereto, preso a uma asa de pano."
2005606,Viola é meu instrumento e a moça é minha viola.
2005908,Nóis só quer mulher bonita mas as feias nos persegue.
2006479,A mina chique numa calça santropê.
2006565,Bota o sertanejo sem vergonha que ela acha bom.
2006878,Beijo de mulher bonita.
2007175,"Ele é grande é cabeçudo, ele é bravo, é nervoso.."
2007315,Quanto mais mulher bonita a gente bebe e acha “bão”..
2007316,"Mulher bonita, judia com o coração,."
2007565,Ela é toda malícia.
2009230,Ele é livre como o vento.
2009231,Ele é grande como o mar.
2009745,"e vamos nessa peleia,potro homem,homem potro.."
2010932,Ela é bem diferente.
2011132,Ela fica mais certeira.
2011530,Mulher livre não comprometida.
2011937,Deus eu não sei como ela foi capaz.
2013005,sou o homem mais triste desta cidade.
2013400,Maria é bom viver.
2013749,Ela é a preferida.
2013750,Ela é a flor da noite.
2013772,Ela é uma flor da noite.
2013875,PELA MULHER NA MESMA CAMA.
2014838,a mulher mais linda que adoro tanto.
2014980,Dizendo que ela estava nervosa.
2014984,Diz que sou o homem melhor deste mundo.
2015211,Salvo na terra moça boiadeira.
2015927,Aquele homem selvagem.
2016689,Ela prefere ser careta.
2017042,Odeia homem frouxo.
2018544,E a garota mais bonita que encontrei.
2019233,Bendita és porque hoje eu sou um homem mais feliz.
2019242,"Bendita és, porque hoje eu sou um homem mais feliz."
2020277,Aquela menina era felicidade que eu tanto esperei.
2022055,Sua esposa é uma roseira e cada filho é um botão..
2022329,"Corro de mulher casada pra minha vida não complicar,."
2022390,"E mulher namoradeira, quando quer trocar de macho.."
2022408,"E mulher namoradeira, quando quer trocar de macho.(2X)."
2022826,O coração da mulher é uma caixa de segredos.
2023184,(se largarmos da mulher interesseira é porque encontramos.
2023185,"a mulher verdadeira, mas lembrem-se meus amigos que mulhe."
2024289,A mulher verdadeira.
2024657,Que ela é top.
2025068,mãe querida.
2025637,"Mulher bonita, hoje aqui tá cheio."
2025939,Fazer o que se ela é moderna?.
2026003,Eu sou mesmo um homem santo.
2026021,"Ela é top, é filé."
2026182,Ela é cheia de jeitinho pra falar comigo.
2027072,"Eu arrumei um enguiço, com uma mulher ciumenta,."
2027083,"Se ela continuar nervosa não sei se vou agüentar,."
2027127,"Só ataca mulher boa, e quando enjoa , sai comentando."
2027270,Essa mulher é bandida.
2027391,"Marido quis me matar, mas ela foi camarada.."
2027399,De um certo tempo pra ela ta desconfiada.
2027429,Você é um rapaz tão pobre.
2027587,Imagino eu e ela sozinhos....
2027706,Por essa mulher bonita.
2028222,Homem que tem mulher brava.
2028935,"Sua menina linda, olha, eu tô do seu lado."
2028977,Ela mora sozinha.
2029440,Mas quando a mulher chega pertinho.
2030273,Das coisas que essa mulher é capaz.
2030287,Essa mulher é uma arma fatal.
2030290,Ela tá prontinha pra te conquistar.
2030779,Ela tá quente e eu já tô fervendo..
2030803,Se me vê com mulher feia pode crer que eu to doente.
2031671,"Ela é maluca, é linda e sabe que é gostosa."
2031680,Ela é tipo de mulher independente.
2031687,Se ela sozinha já é um perigo.
2031690,Se ela solteira já é um perigo.
2031839,"Todo homem tá cansado, já chifrou já foi chifrado."
2031846,vai atrás de menina loucamente apaixonada.
2031912,"Ela é princesa, é poderosa."
2031915,Ela é estrela.
2031916,Ela é divina.
2032030,Ela sabe ser sexy sem ser vulgar.
2032037,E na balada ela é a sensação.
2033521,A mulher linda por quem sou apaixonado.
2033537,"Uma moça muito linda, bem na flor da mocidade."
2034127,Seu jeito maluquinha ela disfarça é tão particular.
2034475,O meu irmão zé tá louco por uma menina.
2034478,De fato ela é uma graça.
2035278,Que ao lado de outro homem tá feliz demais.
2036185,E ele que era um homem sozinho.
2036219,O rapaz namorador.
2036726,"Já me avisaram, que ela não é mulher de casar."
2037016,Se toca uns modão é tapa na mesa.
2037712,olhe pro alto minha menina nova vida vai chegar.
2038801,Somente ela é minha flor.
2038836,Junto a mim ela estava tão linda.
2039161,"Ela é um encanto, ela é uma flor."
2039290,Se eu fosse um homem fraco.
2039583,Ela é a luz que domina meu ser.
2039699,Mãe pensando nisso vivo a lamentar-me.
2039972,Ele tava acostumado com mulher cheio de frescura.
2039997,Mas ela é poderosa po po po poderosa.
2039998,Ela é perigosa pi pi pi pirigosa.
2039999,Ela é poderosa po po po poderosa.
2040000,Mas ela é perigosa pi pi pi pirigosa.
2040498,Ela chega chegando pronta pra detonar.
2040499,Ela sabe ser gostosa sabe me conquistar.
2040502,"Ela é musa ela e top, gata sensual."
2041105,"Ela sabe ser gostosa, sabe me conquistar."
2041108,"Ela é musa, ela é top gata sensual."
2042350,Porque os meninos maiores que eu.
2042396,Ela é fiel a verdade dela.
2042416,"Menina interior seu jeito leve, cura."
2043461,Se ela não vier é grande a minha dor.
2043561,Sinto a minha alma triste e vazia sem a senhora mãezinha querida.
2043598,A moça era milionária.
2043600,O moço era bem pobre.
2043621,e hoje por ele ser pobre.
2043781,"Minha mãe estava muito doente, pra mim foi um golpe dolorido."
2044168,E lhe digo mulher querida.
2045522,a mulher mais linda do mundo me olhando.
2045725,"Sabe, ela é uma pessoa que eu convivo bem."
2046464,Para um menino tão maluco.
2046992,A menina pensativa.
2047290,"Essa mina tá doidona vai descendo até o chão,."
2047291,Ela quica ela rebola quando toca o tamborzão.
2047559,"Nois é foda, nois é fera, nóis não copia nóis cria."
2047837,Uma mulher braba em casa doidinha pra me matar.
2048415,Só que ela tão modesta.
2048437,Por que ele muito esperto.
2048738,Mas por sorte ela mesma me atendeu.
2048782,Por viver em companhia de uma mulher traidora.
2048870,"Afaste dele, ele é casado."
2049095,E hoje menina moça.
2049518,SE ELE ENCHUGA O PRANTO EU LHE TIRO A DOR.
2049598,Quem me vê com mulher feia pode crer que eu tô doente.
2049757,Foi brilhante um moço advogado.
2049855,Se a mina for meia louco pra encarar.
2049906,Ela é comprometida não consigo controlar.
2049908,Mulher mulher.
2049960,Deus que mulher divina.
2049961,Ela tem maior idade.
2049978,Ela é uma máquina é um avião.
2050079,ela é bonita e eu sou bonitão.
2050080,Mulher bonita é comigo mesmo.
2050101,O homem muito valente.
2050110,Eu tolero mulher feia mas não me passa pra trás.
2050113,Dez meninos pequeninos começaram a chorar.
2050127,"Preciso dos teus abraços, minha dama preferida."
2050188,Que mulher bonita que aparece.
2050313,"Essa mina é bela, da balada e do bar."
2050464,E acha ela tão linda.
2050475,De um garoto esperto e uma pobre menina.
2050899,Hoje eu to no grau e não existe mulher feia.
2051094,"Se ela é bonita,."
2051097,Se ela é querida.
2051099,Se ela é famosa eu sou respeitado..
2052271,eu sou a sua musa preferida.
2052371,Não falta mulher gostosa no meu carro turbinado.
2052377,Mulher raparigueira que na hora da zoeira agente passa a noite inteira pra matar meu tesão.
2053430,"Ele foi o verão, foi a chuva e foi o nome."
2053432,Foi ele amigo baião.
2053436,Ele foi o calor das morenas faceiras.
2053453,Menina nova quando entra num torrado.
2053468,Nem aprender o que é um torrado de moça nova.
2053984,Eu vou fazer de você a mulher mais feliz do mundo.
2054128,"Ela é linda,faz questão de esconder sua beleza."
2054135,Mas sempre segura um homem maduro na vida ela quer se dá bem.
2054719,A dança que remexe garota safada.
2054782,Quando a mulher vê que o homem ta apaixonado.
2054784,E o homem é insistente só fica todo contente.
2054872,"Ele é muito quente, é bacana e pode crer."
2055088,"Aqui tem mulher bonita, aqui tem moço educado, isso sim que é."
2055238,João é alegre pra xuxu.
2055384,O homem aqui feliz sou eu.
2055497,Ela é agigantada parece uma tanajura.
2055529,O progresso do homem é tão sublime.
2056355,São palavras que eu quero te fazer provar.
2056760,Pense numa mulher arrumada doida para ser amada.
